name,value,created_at,user_id
BSN,"b""B\xb7\xdb'\x1a\xed|\xbf\xadNy*'\x8b\x98\x98\x85Zq\x0e\xdd\x9c\x99(\x9f\xef\xe8l\xea\xba\xdes""",2022-03-14,453
PPS,b'g\xd5W[\xd3Y\t\xe2r\x93B\xb76\x90\xab\xcf7\x9ae\x0f9%`[\xd3=&Q\x1dJ\xf5\x9c',2022-03-14,454
INSEE,"b""' i\xd0\x02\xc8\x8b\x1d\xf0\x12mP\x1f\x13E\tV\xe6\xb2\xa6W-\xba\xf5\xa2\x0e\xda<\xa5w\x08\xe7""",2022-03-14,455
BSN,b'\x99-\n\xb1y\x18\xeckIa\xbdK\x00 $\xab~E\xbb\x8e\xd1x\xef\xca\xa3\xfc$*yby(',2022-03-14,456
SSN,b'\xb8%q\xecF\xd5\x96\x11^\xa0]Ly\xb4\xeb\xeb\x81\x08\x86U\xf1*\xceG\xe0a\xf5\xfe^\x91\xa8\xbc',2022-03-14,457
BSN,b'\x82\x1c\xfcd\xf6YS\xed\x81L\xed\x13o\x9by\x0c\x7f\xe4\n\x1a\xcd\x1e\xa0\xb2\xdc\xf4\x0e\xcdH\x08\x03\x14',2022-03-14,458
FN,b'\x99\xfd\xafJ\xf5\xf5\xfa;V\xc5g\x06UQm\xde\x19lS\xb9i\xa1\xd8\xf6asS\x9c 3\xd4\xcb',2022-03-14,459
CPR,b'>\x93\x1c\xf0F\x9d\t1\xda\xf8Q\xba<g\xcc\x10\x19K\xfb\x85\xbem\x15\x7f\xa0\xfal/\xe5{\xc9l',2022-03-14,460
PPS,b'\xee\xee\x95\xe4\xd0\x9f\xdej\xe6\x01\xe4{\xb9o\xcesM?\xcc\xf7\xd0\xc9\xeaz\xa7\xe7\x0fm\xf3=\xe0\xb6',2022-03-14,461
TFN,b'Mb\xb5z#?\x12\x99 \xad\xfd\xfd\xb73\xf7^\xc6M\x0f\xbb\xd7\xd63/\x99$P\x13\xbf[d\xce',2022-03-14,462
CPR,"b'\x91R\xa8J\xb7\xd9f\x0c\x95Ny\xdaoQ\xe2;\xc5\x90,q\x0b1\xe1f\xb0\xf6\xf0\xdb\xc7\x16)\xbe'",2022-03-14,464
CPR,"b'\xcev\x1bt\xae\x87\xf4\xa1\n\x0f\x8c\xed\xaf\xb7<""f^JAt\x1d\xdd\x04`\xa7p\x10`\xb1\x94\xf8'",2022-03-14,465
CPR,b'\xf1\xa0EX\x19?\xd0S@\xc1\x88l\x18>\xad\xb9GQ\xdf\xeb\x9f0\xcf\xa2\xbe5\x9ac)\xd2\xd4p',2022-03-14,466
CPR,b'8\xab\xaa\xfd\x94\xb1\xd8\x1bSdl\xac7[\xf5\x06\xf2\x94\xf8\x92\xae\xa3\x0fZ\xf8\xb0\xb66\x89P\x9e@',2022-03-14,467
DNI,b'\xfe\x12\xefC\xb6|\x8bP\xb0\xc7`\x86#J\x81\xa4\t\xb8}\xc8\x97!sk\x85-<>_\xc6O\xa5',2022-03-14,470
NINO,b'\xfe\x94\xa6?06\x8cu\xdf\xd4E\xeb\xe3n\xf0\xb4\xff\xd1pb\xb3\xa8\xe0r\xf4\xbe \x9c\xd5&\xcb#',2022-03-14,471
CPR,b'1\x03\x90\xcfE^w\xef\xa2\xac\xaaq\x81\xe9\xac\xda\xa5\x1c\xd2hX\x15\x1f\xa9\xa5B5>u\xd3\xa9\x17',2022-03-14,472
FN,"b'\xa0\xfd=,k\xf9L\xe6\xbf\x97)P*""\xe1\x99lT\xd5=8-\x83\n\xc3\xeffz\xd6R\xa3\x83'",2022-03-14,473
PPS,b'p0{r\x00p;\x0eT\xf3\x8d\x9a\xe3\xd839\xf4\xd3\x00\xca\xd3\xed\xfa\x82\x9e?G\xb2\xe2\x154\xb2',2022-03-14,477
HETU,b'\xba\xa0J\xf7X\xcd\xe7\x92\x82\n\xa9f\xcfw\xcad\xf5\xf2\x97\x8dLck\xc4\xb1+\x12\xb7\xde0fo',2022-03-14,478
SSN,b'G\tA\xec.\xd5\xfc\xae\xee\x1d\x81#\xb27\xdbl\xcbJ0\xaa\x8a\n6g\x07\xcd7+k\xbd\x04\x00',2022-03-14,479
CPR,b'\xd7\xca\xa1\xdb\x8by\xdd\x9d\x03\xa4\t\x8f\xf8\xbe\xcc.\xed\r@ZB\xc3C\x1bL\xfd\xd2\x86\xaa\xd8\xbaL',2022-03-14,483
NINO,"b""3\xe7\x02\xcd\xc6\x8e\x13\xcb\x08%F\x11\xd5\x9e\xa7f'\x91\x93\xe7\xebf\xe3\x08\xec\xa6\xf81#3#\xca""",2022-03-14,484
SSN,"b""\xebN\x1e:\x17`\xd8C\r\xac\xca\xb7G`\x9b[\xc1\x17\x8f\xc1)':c~\x9ex\xb2\xfdy>$""",2022-03-14,485
NINO,"b""\x03\xbe{\xb2\xc5r\xbc\xc9\xa8\x86Y\x9a\xb2\xdd\x8e'\xce#\xd0\x86\xd5\n\xa1M\xff\x82\xa2\x16\xd4\x07\x16\xae""",2022-03-14,486
PPS,b'\x0bUi\xe5d\xeewu\xab%\x9a\xfc\x89\x17pJXB=H\xee\xbc\xa7\xf2\xadm\x8b\xaf\xbef\xec\x07',2022-03-14,487
NINO,"b'\x97\x90\xd9\xb2\xff|\x17i\x85\xd1\xbc!\x9aC\xe5""\x94\xc7N\x1b\x90,\xddEsL\x08\xafo\xd1]o'",2022-03-14,489
SSN,b'Q9\xdb\xe4\xd99\x814\x9a\x10\xb0\x0eee\x85\x0e\xd2\x86\r3\xb0\x88\x82\x10\x18d\x80M\x80&\x0e\xa0',2022-03-14,490
CPR,b'e\xa7.\x08h\xbc\xc6\x84\xa0\xeeG\x92\xe9\xa74\x03\xf8\x11\xb1\xcbD\x19\xe9\x02P`\xb1\xaf\xb0\xc9\x96\xf2',2022-03-14,492
HETU,b'Y\xa9\xa2\x0c\xd5\x8e\x9dk\x9c\xcb\x07k\xf1\x95\x04l\xef\x95\xc5g4\x8f\xc3\xb0\x80g@\xaa\x0f\xca3\x87',2022-03-14,493
BSN,b'c`\xe9\xd8\xd2JA\r4\xe75\xf7\xf7\x8b\xf3\x07\x7f\x89\r\xe5\xfe\x02\xac\x82[\x8e\x9d\xb8]z\xf5\xb9',2022-03-14,494
SSN,"b'\x88^f\x87\xa9<^\xe4\xe5\x1c\x89\x0f\xae\xac3\x12=\xb8\x16\x8a\xe3U\xfcFk\xbd\xa5\xae,\xe7\\_'",2022-03-14,499
HETU,"b""\xb8\xecA\x92is@a\x02\xccA\xcf\x92\x9aZ\x84Be.{\xe6\xcf\x83\x0e\xc6Y\x00&'\x83\x93f""",2022-03-14,500
